id,formula_text,solution_text,model_text,hybrid_time,backend_only_time,is_hybrid_winner,hybrid_time_diff
99,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",25.296,116.832,1,-91.536
100,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123455
a => 123456
}",24.263,116.057,1,-91.794
101,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",23.468,105.498,1,-82.030
102,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",23.593,111.056,1,-87.463
103,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",21.659,109.237,1,-87.578
104,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",21.117,109.208,1,-88.091
105,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",21.032,103.675,1,-82.643
106,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123455
a => 123456
}",32.812,135.845,1,-103.033
107,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",25.940,119.077,1,-93.137
108,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",24.232,108.907,1,-84.675
109,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",26.115,106.137,1,-80.022
110,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123455
a => 123456
}",22.433,110.715,1,-88.282
111,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",23.434,103.009,1,-79.575
112,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",23.697,104.948,1,-81.251
113,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",23.572,103.036,1,-79.464
114,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",37.655,109.593,1,-71.938
115,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",18.051,96.743,1,-78.692
116,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123456
b => 123455
a => 123456
}",16.972,103.048,1,-86.076
117,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",19.669,102.575,1,-82.906
118,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",18.422,103.064,1,-84.642
119,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",21.174,120.865,1,-99.691
120,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123456
b => 123455
a => 123456
}",19.528,108.637,1,-89.109
121,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",21.065,105.090,1,-84.025
122,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",42.242,114.055,1,-71.813
123,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",19.119,105.685,1,-86.566
124,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",25.021,105.339,1,-80.318
125,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",19.355,108.607,1,-89.252
126,"((a = 123456) ^ (not (b = 123456)) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123455
a => 123456
}",16.128,103.928,1,-87.800
127,"((b < a) ^ (b < c) ^ (a < c) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456))","SAT","{
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 1152921504606846975
b => 1152921504606846973
a => 1152921504606846974
}",20.700,156.125,1,-135.425
128,"((b > a) ^ (not (b < a)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456))","SAT","{
e => 123456
d => 123455
c => 123455
b => 1152921504606846975
a => 1152921504606846974
}",12.569,129.937,1,-117.368
129,"((b < a) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456))","SAT","{
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",16.374,124.475,1,-108.101
130,"((not (b < a)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456))","SAT","{
e => 123456
d => 123455
c => 123455
b => 1152921504606846975
a => 1152921504606846975
}",10.183,101.330,1,-91.147
131,"((b < a) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",24.452,137.118,1,-112.666
132,"((b > a) ^ (not (b < a)) ^ (a < c) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456))","SAT","{
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 1152921504606846975
b => 1152921504606846975
a => 1152921504606846974
}",20.747,141.501,1,-120.754
133,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 123456
a => 123456
}",43.249,140.296,1,-97.047
134,"((not (b < a)) ^ (c < b) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (not (h = 123456)) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123455
g => 123455
f => 123456
e => 123455
d => 123455
c => 1152921504606846974
b => 1152921504606846975
a => 1152921504606846975
}",28.246,141.750,1,-113.504
135,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",22.989,115.092,1,-92.103
136,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",22.353,114.824,1,-92.471
137,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",21.685,130.762,1,-109.077
138,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123455
b => 123456
a => 123456
}",23.553,95.903,1,-72.350
139,"((not (b < a)) ^ (a < c) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456))","SAT","{
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 1152921504606846975
b => 1152921504606846975
a => 1152921504606846974
}",16.674,113.906,1,-97.232
140,"((b < a) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456))","SAT","{
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 1152921504606846974
a => 1152921504606846975
}",13.860,106.688,1,-92.828
141,"((not (b < a)) ^ (c < a) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456))","SAT","{
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 1152921504606846974
b => 1152921504606846975
a => 1152921504606846975
}",15.813,112.909,1,-97.096
142,"((b > a) ^ (not (b < a)) ^ (c < a) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456))","SAT","{
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 1152921504606846973
b => 1152921504606846975
a => 1152921504606846974
}",29.965,133.039,1,-103.074
143,"((not (b < a)) ^ (b < c) ^ (a < c) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456))","SAT","{
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 1152921504606846975
b => 1152921504606846974
a => 1152921504606846974
}",16.713,172.650,1,-155.937
144,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",23.414,109.292,1,-85.878
145,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",21.413,117.214,1,-95.801
146,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",22.211,111.793,1,-89.582
147,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123455
b => 123456
a => 123456
}",19.823,108.088,1,-88.265
148,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",21.131,105.126,1,-83.995
149,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",23.507,107.347,1,-83.840
150,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",19.277,121.679,1,-102.402
151,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",16.213,168.479,1,-152.266
152,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",25.333,99.860,1,-74.527
153,"((a = 123456) ^ (b = 123456) ^ (not (c = 123456)) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123455
b => 123456
a => 123456
}",13.172,95.037,1,-81.865
154,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",19.437,102.184,1,-82.747
155,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",33.568,108.953,1,-75.385
156,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",19.389,101.544,1,-82.155
157,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123456
b => 123456
a => 123456
}",16.453,94.761,1,-78.308
158,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123455
c => 123456
b => 123456
a => 123456
}",19.422,95.945,1,-76.523
159,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123455
c => 123456
b => 123456
a => 123456
}",38.010,280.147,1,-242.137
160,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123456
b => 123456
a => 123456
}",41.946,267.552,1,-225.606
161,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123455
c => 123456
b => 123456
a => 123456
}",34.692,125.057,1,-90.365
162,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123455
c => 123456
b => 123456
a => 123456
}",21.019,126.309,1,-105.290
163,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (not (d = 123456)) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123455
c => 123456
b => 123456
a => 123456
}",16.145,103.952,1,-87.807
164,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123455
d => 123456
c => 123456
b => 123456
a => 123456
}",18.159,104.646,1,-86.487
165,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123455
d => 123456
c => 123456
b => 123456
a => 123456
}",25.631,102.748,1,-77.117
166,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123455
d => 123456
c => 123456
b => 123456
a => 123456
}",17.447,105.906,1,-88.459
167,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123456
c => 123456
b => 123456
a => 123456
}",14.112,106.185,1,-92.073
168,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123455
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",32.590,102.606,1,-70.016
169,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123455
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",16.997,117.412,1,-100.415
170,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",12.696,93.243,1,-80.547
171,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123455
f => 123456
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",12.782,92.020,1,-79.238
172,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (i = 123456))","SAT","{
i => 123456
h => 123455
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",13.884,90.549,1,-76.665
173,"((a = 123456) ^ (b = 123456) ^ (c = 123456) ^ (d = 123456) ^ (e = 123456) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456))","SAT","{
i => 123456
h => 123456
g => 123456
f => 123456
e => 123456
d => 123456
c => 123456
b => 123456
a => 123456
}",9.302,89.788,1,-80.486
174,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 123455
a => 123456
}",26.442,108.071,1,-81.629
175,"((b < a) ^ (b > c) ^ (not (b < c)) ^ (c < a) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (not (g = 123456)) ^ (h = 123456))","SAT","{
h => 123456
g => 123455
f => 123456
e => 123455
d => 123455
c => 1152921504606846973
b => 1152921504606846974
a => 1152921504606846975
}",18.387,154.087,1,-135.700
176,"((a = 123456) ^ (not (b = 123456)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (e = 123456) ^ (not (f = 123456)) ^ (g = 123456) ^ (h = 123456) ^ (i = 123456) ^ (j = 123456))","SAT","{
j => 123456
i => 123456
h => 123456
g => 123456
f => 123455
e => 123456
d => 123455
c => 123455
b => 123455
a => 123456
}",44.139,119.334,1,-75.195
177,"((not (b < a)) ^ (not (c = 123456)) ^ (not (d = 123456)) ^ (not (e = 123456)) ^ (f = 123456) ^ (g = 123456) ^ (not (h = 123456)) ^ (not (i = 123456)) ^ (j = 123456) ^ (k = 123456))","SAT","{
k => 123456
j => 123456
i => 123455
h => 123455
g => 123456
f => 123456
e => 123455
d => 123455
c => 123455
b => 1152921504606846975
a => 1152921504606846975
}",41.497,132.828,1,-91.331
